iter	Accuracy	MultiClass
886	0.9984269984	0.113641913
887	0.9984269984	0.1134778395
888	0.9984269984	0.1132742808
889	0.9984269984	0.1130931451
890	0.9984269984	0.1129867956
891	0.9984269984	0.112683343
892	0.9984269984	0.1125520217
893	0.9985699986	0.112481727
894	0.9985699986	0.1124212515
895	0.9985699986	0.112169472
896	0.9984269984	0.1119337213
897	0.9984269984	0.1117289133
898	0.9984269984	0.1116600012
899	0.9984269984	0.1113478799
900	0.9985699986	0.1112615955
901	0.9985699986	0.1110180479
902	0.9987129987	0.1109066722
903	0.9987129987	0.1108071671
904	0.9987129987	0.1105226482
905	0.9987129987	0.1104617069
906	0.9987129987	0.1103633482
907	0.9987129987	0.1102492012
908	0.9988559989	0.1100256544
909	0.9988559989	0.1099255263
910	0.9988559989	0.1097972662
911	0.9988559989	0.1096800414
912	0.9988559989	0.1093940096
913	0.9987129987	0.1092836355
914	0.9987129987	0.1090144297
915	0.9988559989	0.1088894228
916	0.9988559989	0.1086979322
917	0.9988559989	0.1084754151
918	0.9988559989	0.1082606747
919	0.998998999	0.1081343849
920	0.998998999	0.1078377371
921	0.9988559989	0.1074931237
922	0.9988559989	0.1072693728
923	0.998998999	0.1070643886
924	0.998998999	0.1069963872
925	0.998998999	0.1068306674
926	0.998998999	0.1067107435
927	0.998998999	0.1065932729
928	0.998998999	0.1064439864
929	0.998998999	0.1063666397
930	0.998998999	0.1062125697
931	0.998998999	0.1060338968
932	0.998998999	0.1059374347
933	0.998998999	0.1058970361
934	0.998998999	0.1057721312
935	0.998998999	0.1053437082
936	0.998998999	0.1051645002
937	0.998998999	0.1048794715
938	0.998998999	0.104767525
939	0.998998999	0.1046692542
940	0.998998999	0.1045562067
941	0.998998999	0.1044436167
942	0.998998999	0.1042836035
943	0.998998999	0.1041041773
944	0.998998999	0.1039905881
945	0.998998999	0.1038470907
946	0.998998999	0.1037154495
947	0.998998999	0.1035877585
948	0.998998999	0.1035101258
949	0.998998999	0.1034547607
950	0.998998999	0.1033829799
951	0.998998999	0.1032781945
952	0.998998999	0.1031811953
953	0.998998999	0.1029098999
954	0.998998999	0.1026586948
955	0.998998999	0.1025083433
956	0.998998999	0.1023796262
957	0.998998999	0.1022782684
958	0.998998999	0.1021217182
959	0.998998999	0.1018602151
960	0.998998999	0.1017488052
961	0.998998999	0.1015207267
962	0.998998999	0.1014569218
963	0.998998999	0.1013251106
964	0.998998999	0.1012300535
965	0.998998999	0.1011563318
966	0.998998999	0.1009857759
967	0.998998999	0.1008411869
968	0.998998999	0.1007315509
969	0.998998999	0.1006445757
970	0.9991419991	0.1004649923
971	0.9991419991	0.1003628356
972	0.9991419991	0.1001963568
973	0.9991419991	0.09993540839
974	0.9991419991	0.09981010689
975	0.9991419991	0.09969976852
976	0.9991419991	0.09963622815
977	0.9991419991	0.0994268995
978	0.9991419991	0.09931704778
979	0.9991419991	0.09923212511
980	0.9991419991	0.09904397361
981	0.9991419991	0.09899173589
982	0.9991419991	0.09886600203
983	0.9991419991	0.0985928347
984	0.9991419991	0.09850327945
985	0.9991419991	0.09841150732
986	0.9991419991	0.09830079416
987	0.9991419991	0.09810900452
988	0.9991419991	0.09782694791
989	0.9991419991	0.09751539728
990	0.9991419991	0.0973662162
991	0.9991419991	0.09733440993
992	0.9991419991	0.09721681586
993	0.9991419991	0.09707068672
994	0.9991419991	0.09688952803
995	0.9991419991	0.0967452866
996	0.9991419991	0.09665873787
997	0.9991419991	0.09649471971
998	0.9991419991	0.09643520916
999	0.9991419991	0.09637728765
